"id","num_changes","created_at","user","tags","min_x","max_x","min_y","max_y"
"82439884","1","2020-03-20 16:33:26.000","kwaku_boateng","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-1.2978729","-1.2978729","5.1235877","5.1235877"
"82441302","1","2020-03-20 17:18:56.000","pkodame","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-1.2790489","-1.2790489","5.1370121","5.1370121"
"82443944","1","2020-03-20 18:50:27.000","abdcoul","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-0.0628674","-0.0628674","5.6223696","5.6223697"
"83716232","1","2020-04-17 16:00:36.000","Johnny Lagios","{""comment"":""Update based on local info"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""Google Maps, local knowledge""}","23.9819358","23.9819358","38.0613314","38.0613314"
"83716372","1","2020-04-17 16:03:26.000","Johnny Lagios","{""comment"":""Updated on local info"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""Local knowledge""}","23.9807737","23.9807738","38.0800134","38.0800135"
"82444081","1","2020-03-20 18:55:53.000","abdcoul","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-0.0887588","-0.0887587","5.6281043","5.6281043"
"82447431","1","2020-03-20 21:16:29.000","Karen Martinez","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-79.5485365","-79.5485365","8.9473684","8.9473684"
"82447545","1","2020-03-20 21:21:57.000","Karen Martinez","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-79.5402217","-79.5402217","8.9520687","8.9520687"
"82449300","1","2020-03-20 23:08:43.000","maradames","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-79.4531894","-79.4531894","9.0692123","9.0692123"
"82449308","1","2020-03-20 23:09:15.000","Luis Locano","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-79.3257787","-79.3254766","9.0973086","9.0977119"
"82450640","1","2020-03-21 01:22:22.000","amedsanda","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-0.6299543","-0.6299543","5.3690742","5.3690742"
"82450699","1","2020-03-21 01:30:36.000","amedsanda","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-0.6287956","-0.6287956","5.3532436","5.3532436"
"82450716","1","2020-03-21 01:32:45.000","amedsanda","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-0.6363058","-0.6363058","5.3634556","5.3634556"
"72304025","1","2019-07-16 12:54:53.000","naveenpf","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","76.2177565","76.2177565","10.3474484","10.3474484"
"83723773","1","2020-04-17 19:46:36.000","Dawn Drake","{""comment"":""#AGSMAppyHour417 "",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""Walgreens website""}","-94.8161538","-94.8157414","39.8057434","39.8061221"
"83723870","1","2020-04-17 19:49:41.000","Dawn Drake","{""comment"":""#AGSMAppyHour417 "",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""Walgreens website""}","-94.8043160","-94.8039049","39.7772891","39.7777345"
"83723990","1","2020-04-17 19:53:33.000","DSheets","{""comment"":""Added clinic #AGSMAppyHour417 #americangeo "",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""local knowledge, store website- mymdnow.com""}","-80.2423650","-80.2423650","26.1212168","26.1212168"
"83723992","1","2020-04-17 19:53:35.000","ntx_geography","{""comment"":""Walgreens Pharmacy "",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""Local Knowledge""}","-96.7940569","-96.7940569","33.0219242","33.0219242"
"83724068","1","2020-04-17 19:55:55.000","KCann","{""comment"":""Added pharmacy. #AmericanGeo #TeachOSM #AGSMappyHour417"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""Aerial imagery, local knowledge, website""}","-74.6010572","-74.6010572","40.1749795","40.1749795"
"83724094","1","2020-04-17 19:56:46.000","careynolds","{""comment"":""added phone, address, and URL  #americangeo  #agsmappyhour417  #teachosm"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""local knowledge and store website""}","-70.4855921","-70.4855920","41.7017070","41.7017070"
"83724137","1","2020-04-17 19:58:29.000","ntx_geography","{""comment"":""Teach OSM, AGS MappyHour 417"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""Local Knowlwedge, Website""}","-96.7991424","-96.7991424","33.0260621","33.0260621"
"83724163","1","2020-04-17 19:59:05.000","conorjwhite96","{""comment"":""#AmericanGeo"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""local knowledge""}","-6.6525650","-6.6525650","53.2109513","53.2109513"
"83724284","1","2020-04-17 20:02:51.000","careynolds","{""comment"":""added URL and phone number #americangeo  #agsmappyhour417  #teachosm"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""local knowledge and clinic website ""}","-70.4882087","-70.4877715","41.7170902","41.7177400"
"83724305","1","2020-04-17 20:03:21.000","Dawn Drake","{""comment"":""local knowledge"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""#AGSMAppyHour417""}","-94.8294300","-94.8294300","39.7765918","39.7765918"
"83724631","1","2020-04-17 20:14:37.000","careynolds","{""comment"":""update phone number, address, URL #americangeo  #agsmappyhour417 #teachosm"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""local knowledge and store website""}","-70.5077264","-70.5077264","41.7659823","41.7659823"
"82457327","1","2020-03-21 11:18:44.000","Jolaiya Emmanuel","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","5.1494068","5.1494068","7.2954753","7.2954753"
"82458349","1","2020-03-21 12:30:42.000","maning","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","121.1027448","121.1029311","14.6244334","14.6247147"
"82459520","1","2020-03-21 13:23:18.000","Vinber","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-0.6137920","-0.6018242","44.8249775","44.8300531"
"82461900","1","2020-03-21 15:15:21.000","Rutherford Otu","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-0.6662393","-0.6662393","6.6519796","6.6519796"
"82463857","0","2020-03-21 16:34:39.000","Aury88","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}",,,,
"82463860","0","2020-03-21 16:34:42.000","Aury88","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}",,,,
"82463862","0","2020-03-21 16:34:44.000","Aury88","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}",,,,
"82463905","0","2020-03-21 16:36:25.000","Aury88","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}",,,,
"82463914","0","2020-03-21 16:36:42.000","Aury88","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}",,,,
"82463920","0","2020-03-21 16:36:58.000","Aury88","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}",,,,
"82463928","1","2020-03-21 16:37:22.000","Aury88","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","9.3535915","9.3591613","45.6064572","45.6100543"
"82465104","1","2020-03-21 17:18:34.000","airon90","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","8.9120271","8.9120271","45.5748362","45.5748362"
"82466226","1","2020-03-21 17:58:46.000","ChRogel","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-4.0985611","-4.0926092","47.9840246","47.9879746"
"82466384","1","2020-03-21 18:03:56.000","ChRogel","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-4.0983577","-4.0983576","48.0035168","48.0035169"
"82466742","1","2020-03-21 18:18:08.000","ChRogel","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-4.0943199","-4.0943199","48.0069284","48.0069285"
"82466997","1","2020-03-21 18:30:06.000","ChRogel","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-4.0957869","-4.0957869","48.0100157","48.0100157"
"82468432","1","2020-03-21 19:37:02.000","Tinago","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-79.5082390","-79.5082390","9.0410663","9.0410663"
"82469584","1","2020-03-21 20:33:11.000","pkodame","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-1.2789041","-1.2789041","5.1120657","5.1120657"
"82470270","1","2020-03-21 21:10:04.000","Ashfak_Mahmud","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","91.8074065","91.8074065","22.4977735","22.4977735"
"82471293","1","2020-03-21 22:19:02.000","kwaku_boateng","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-1.2866986","-1.2866986","5.1038348","5.1038348"
"82471396","1","2020-03-21 22:26:20.000","Kanjin Bilinyi Futureman","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","0.3041947","0.3041947","8.4934042","8.4934042"
"82471583","1","2020-03-21 22:41:57.000","Kanjin Bilinyi Futureman","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","0.2313459","0.2313459","8.6114246","8.6114246"
"82472346","1","2020-03-21 23:53:24.000","kwaku_boateng","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-1.2912532","-1.2912532","5.1169225","5.1169225"
"82475355","1","2020-03-22 06:32:46.000","Wava Stella","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","32.6542050","32.6542050","0.3878176","0.3878176"
"82475386","1","2020-03-22 06:37:51.000","Wava Stella","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","32.6452196","32.6452196","0.3787252","0.3787252"
"82475395","1","2020-03-22 06:39:27.000","Wava Stella","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","32.6478428","32.6478428","0.3785052","0.3785052"
"82475481","1","2020-03-22 06:50:26.000","Wava Stella","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","32.6451713","32.6451713","0.3785213","0.3785213"
"82475618","1","2020-03-22 07:04:26.000","Wava Stella","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","32.6131994","32.6131994","0.3552456","0.3552456"
"82475630","1","2020-03-22 07:06:03.000","Wava Stella","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","32.6165414","32.6165414","0.3493126","0.3493126"
"82477161","1","2020-03-22 08:52:48.000","meomancer","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","100.4024614","100.4025793","-0.9079884","-0.9078593"
"82477900","1","2020-03-22 09:30:51.000","timlinux","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-7.3499796","-7.3499796","39.4145087","39.4145087"
"82478106","1","2020-03-22 09:41:37.000","timlinux","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-7.4563728","-7.4558048","39.4136698","39.4142698"
"82479576","1","2020-03-22 10:49:17.000","timlinux","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-7.4563728","-7.4558048","39.4136698","39.4142698"
"82481541","1","2020-03-22 12:18:10.000","markherringer","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","4.9245091","4.9245092","52.3589831","52.3589832"
"82481883","1","2020-03-22 12:30:29.000","Janusz Slota","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-0.7520899","-0.7520898","51.3918935","51.3918935"
"82482148","1","2020-03-22 12:42:29.000","meomancer","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-7.4563728","-7.4558048","39.4136698","39.4142698"
"82482307","1","2020-03-22 12:48:18.000","meomancer","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-7.4563728","-7.4558048","39.4136698","39.4142698"
"82482475","1","2020-03-22 12:56:07.000","meomancer","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-7.4563728","-7.4558048","39.4136698","39.4142698"
"82482793","1","2020-03-22 13:10:42.000","markherringer","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","5.1812421","5.1812422","52.0894341","52.0894342"
"82482808","1","2020-03-22 13:11:18.000","meomancer","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-7.4563728","-7.4558048","39.4136698","39.4142698"
"72341222","1","2019-07-17 10:38:40.000","Assane Chérif","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-16.4891288","-16.4891288","16.0272546","16.0272546"
"72341496","1","2019-07-17 10:44:33.000","Cheikhounabamba","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-16.4893215","-16.4893215","16.0252845","16.0252845"
"72341526","1","2019-07-17 10:45:12.000","cheikhounacasset","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-16.4891148","-16.4891148","16.0273059","16.0273059"
"75552079","1","2019-10-11 09:01:58.000","timlinux","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-7.3497355","-7.3497355","39.4145336","39.4145336"
"75552422","1","2019-10-11 09:10:11.000","timlinux","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-7.3499796","-7.3499796","39.4145087","39.4145087"
"84988670","1","2020-05-10 22:17:47.000","DanCouncil","{""comment"":""added workforce health la porte"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""https://www.myworkforcehealth.com/""}","-86.6925681","-86.6925681","41.6235150","41.6235150"
"84988891","1","2020-05-10 22:27:45.000","DanCouncil","{""comment"":""added sagamore center la porte"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""https://www.laportehealth.com/wellness-and-rehabilitation-services""}","-86.6953737","-86.6953737","41.6023827","41.6023827"
"84988971","1","2020-05-10 22:31:25.000","DanCouncil","{""comment"":""added applegarth dermatology"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""https://www.applegarthdermatology.com/dermatology-offices.html""}","-86.6813672","-86.6813672","41.5967786","41.5967786"
"84989048","1","2020-05-10 22:34:47.000","DanCouncil","{""comment"":""added la porte physician network - cardiology"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""https://www.laportephysiciannetwork.com/our-locations""}","-86.7232847","-86.7232847","41.6104731","41.6104731"
"86306365","1","2020-06-07 12:18:40.000","Plumf","{""comment"":""Ajout site web "",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""internet""}","0.8300290","0.8300290","49.4540717","49.4540717"
"70465985","0","2019-05-21 07:07:02.000","meomancer","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}",,,,
"70466002","0","2019-05-21 07:07:46.000","meomancer","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}",,,,
"70466041","1","2019-05-21 07:09:38.000","meomancer","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","100.0307000","100.0307000","-0.3138400","-0.3138400"
"82513664","1","2020-03-23 08:59:55.000","muindre","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","36.6644374","36.6644374","-1.2447126","-1.2447126"
"82513855","1","2020-03-23 09:03:43.000","muindre","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","36.6647565","36.6647565","-1.2447689","-1.2447689"
"82514549","1","2020-03-23 09:18:26.000","muindre","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","36.6646492","36.6646492","-1.2447475","-1.2447475"
"86307311","1","2020-06-07 12:54:47.000","Sammyhawkrad","{""comment"":""correct name spelling"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""local knowledge""}","-0.8187128","-0.8185682","6.1641163","6.1643209"
"82515218","1","2020-03-23 09:34:51.000","muindre","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","36.6642576","36.6642576","-1.2455948","-1.2455948"
"82515302","1","2020-03-23 09:37:00.000","muindre","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","36.6644669","36.6644669","-1.2457933","-1.2457933"
"82515357","1","2020-03-23 09:38:36.000","muindre","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","36.6635978","36.6635978","-1.2450907","-1.2450907"
"82515452","1","2020-03-23 09:40:17.000","muindre","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","36.6633242","36.6633242","-1.2453052","-1.2453052"
"82515536","1","2020-03-23 09:42:19.000","muindre","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","36.6633135","36.6633135","-1.2451872","-1.2451872"
"82515757","1","2020-03-23 09:47:50.000","muindre","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","36.6638607","36.6638607","-1.2447850","-1.2447850"
"82516046","1","2020-03-23 09:54:22.000","muindre","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","36.6638821","36.6638821","-1.2453320","-1.2453320"
"82516353","1","2020-03-23 10:00:44.000","muindre","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","36.6629380","36.6629380","-1.2454071","-1.2454071"
"82517310","1","2020-03-23 10:20:44.000","muindre","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","36.6630024","36.6630024","-1.2450156","-1.2450156"
"82517398","1","2020-03-23 10:22:37.000","muindre","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","36.6629058","36.6629058","-1.2459488","-1.2459488"
"82517518","1","2020-03-23 10:25:10.000","muindre","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","36.6624606","36.6624606","-1.2455788","-1.2455788"
"82517879","1","2020-03-23 10:34:00.000","muindre","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","36.6626376","36.6626376","-1.2441522","-1.2441522"
"82518020","1","2020-03-23 10:36:54.000","muindre","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","36.6625464","36.6625464","-1.2440610","-1.2440610"
"82518254","1","2020-03-23 10:41:57.000","muindre","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","36.6639411","36.6639411","-1.2445008","-1.2445008"
"72376489","1","2019-07-18 07:42:08.000","Ibou1003","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-16.3248708","-16.3248708","15.9286108","15.9286108"
"72376491","1","2019-07-18 07:42:10.000","Ndeye Khady Ndoye","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-16.2740668","-16.2740668","15.9178309","15.9178309"
"83830272","1","2020-04-20 15:33:58.000","Qusay ALhawary","{""comment"":""#YUMappers#MappingCOVID19"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""Local knowled.website""}","35.7681316","35.7681316","32.6035412","32.6035412"
"80819292","1","2020-02-11 00:23:01.000","Stuart74","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-6.1223918","-6.1223918","53.1892284","53.1892285"
"80819307","1","2020-02-11 00:24:13.000","Stuart74","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-6.1065904","-6.1065904","53.1935402","53.1935402"
"80819325","1","2020-02-11 00:25:29.000","Stuart74","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-6.1096493","-6.1096493","53.2024675","53.2024675"
"80819343","1","2020-02-11 00:26:40.000","Stuart74","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-6.1099123","-6.1099122","53.2030882","53.2030883"
"72417926","1","2019-07-19 07:54:05.000","Ibou1003","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-16.3278456","-16.3278456","15.9313501","15.9313501"
"79434432","1","2020-01-10 20:33:23.000","nlehuby","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","2.6544374","2.6544374","48.8424352","48.8424352"
"85031884","1","2020-05-11 14:54:35.000","Andy Sekoh","{""comment"":""#Map4Covid19 #Youthmappers added details to the health care centre"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""personal knowledge and hospital's official website""}","-0.2102696","-0.2099236","5.5533620","5.5536877"
"85032008","1","2020-05-11 14:58:14.000","Andy Sekoh","{""comment"":""#Map4Covid19 #Youthmappers added details to the health care centre"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""personal knowledge and hospital's official website""}","-0.2095995","-0.2095995","5.5662728","5.5662729"
"78238757","1","2019-12-11 05:00:54.000","asdofindia","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","77.5734150","77.5734150","12.9882645","12.9882646"
"75687335","1","2019-10-14 20:24:34.000","ChrisJow","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-122.3978058","-122.3971570","47.6386516","47.6390074"
"82555993","1","2020-03-24 07:13:58.000","KALUBA MICHEAL","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","34.0260905","34.0260905","0.5415675","0.5415675"
"77356312","1","2019-11-21 06:38:00.000","meomancer","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","107.7096533","107.7096533","-6.9199887","-6.9199887"
"77356493","1","2019-11-21 06:42:31.000","meomancer","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","107.7096533","107.7102292","-6.9207341","-6.9199887"
"87154889","1","2020-06-25 18:46:16.000","swissmapper","{""comment"":""owner, added phone number"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""owner of the practice""}","8.5479692","8.5479692","47.3821137","47.3821138"
"80819357","1","2020-02-11 00:27:28.000","Stuart74","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-6.1112414","-6.1112413","53.2041729","53.2041730"
"80819378","1","2020-02-11 00:28:38.000","Stuart74","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-6.1091576","-6.1091576","53.2042573","53.2042574"
"80819396","1","2020-02-11 00:29:21.000","Stuart74","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-6.1078558","-6.1078558","53.2046314","53.2046315"
"80819415","1","2020-02-11 00:30:17.000","Stuart74","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-6.1064951","-6.1064951","53.2036543","53.2036543"
"80819447","1","2020-02-11 00:32:21.000","Stuart74","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-6.1228002","-6.1228001","53.1893368","53.1893368"
"80819479","1","2020-02-11 00:34:23.000","Stuart74","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-6.1218469","-6.1218469","53.1960275","53.1960275"
"80819503","1","2020-02-11 00:36:18.000","Stuart74","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-6.0600402","-6.0595923","53.1396947","53.1398447"
"80819519","1","2020-02-11 00:37:46.000","Stuart74","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-6.0646431","-6.0646431","53.1084291","53.1084292"
"80819527","1","2020-02-11 00:38:17.000","Stuart74","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-6.0647501","-6.0647500","53.1099005","53.1099005"
"80819547","1","2020-02-11 00:39:59.000","Stuart74","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-6.1014167","-6.0940674","53.0783090","53.0822877"
"80819567","1","2020-02-11 00:41:34.000","Stuart74","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-6.1124931","-6.1124931","53.0916714","53.0916714"
